RIVPACS Model,End Group,Season Code,Season,TL1 BMWP,TL1 NTAXA,TL1 ASPT,"TL2 WHPT Score (nonAb,DistFam)","TL2 WHPT NTAXA (nonAb,DistFam)","TL2 WHPT ASPT (nonAb,DistFam)","TL2 WHPT Score (nonAb,CompFam)","TL2 WHPT NTAXA (nonAb,CompFam)","TL2 WHPT ASPT (nonAb,CompFam)","TL2 WHPT Score (AbW,DistFam)","TL2 WHPT NTAXA (AbW,DistFam)","TL2 WHPT ASPT (AbW,DistFam)","TL2 WHPT Score (AbW,CompFam)","TL2 WHPT NTAXA (AbW,CompFam)","TL2 WHPT ASPT (AbW,CompFam)",TL1 AWIC(Fam),TL4 AWIC(Sp) Murphy,TL5 AWIC(Sp) Murphy,TL4 WFD AWIC(Sp) McFarland,TL5 WFD AWIC(Sp) McFarland,TL4 Raddum,TL5 Raddum,TL4 SEPA % Acid Sensitive Taxa,TL5 SEPA % Acid Sensitive Taxa,TL4 MetTol,TL5 MetTol,TL1/2 LIFE(Fam) (CompFam),TL2 LIFE(Fam) (DistFam),TL3 LIFE(Fam) (DistFam),TL4 LIFE(Sp),TL5 LIFE(Sp),TL3 PSI(Fam),TL4 PSI(Sp),TL5 PSI(Sp),TL3 E-PSI(fam69),TL4 E-PSI(mixed level),TL5 E-PSI(mixed level),TL4 oFSIsp,TL5 oFSIsp,TL4 ToFSIsp,TL5 ToFSIsp,TL4 CoFSIsp,TL5 CoFSIsp,TL4 GSFI FI05,TL5 GSFI FI05,TL4 GSFI FI09,TL5 GSFI FI09,TL4 GSFI FI091,TL5 GSFI FI091,TL4 GSFI FI091_K,TL5 GSFI FI091_K,TL4 GSFI FI092,TL5 GSFI FI092,TL4 GSFI FI11_12,TL5 GSFI FI11_12,TL4 GSFI FI14_16,TL5 GSFI FI14_16,TL4 GSFI FI15_17,TL5 GSFI FI15_17,TL4 GSFI FI152,TL5 GSFI FI152,TL2 SPEAR(Fam) %,TL4 SPEAR(Sp) %,TL5 SPEAR(Sp) %,SPEAR(pesticides) TL2 fam Knillmann 2018,SPEAR(refuge) TL2 fam Knillmann 2018,SPEAR(pesticides) TL4 sp Knillmann 2018,SPEAR(refuge) TL4 sp Knillmann 2018,SPEAR(pesticides) TL5 sp Knillmann 2018,SPEAR(refuge) TL5 sp Knillmann 2018,TL4 CCI,TL5 CCI,TL2 08 Group ARMI NTaxa,TL2 08 Group ARMI Score,TL2 33 Group ARMI NTaxa,TL2 33 Group ARMI Score,TL2 33 Group Flow & Silt NTaxa,TL2 33 Group Flow & Silt Score,TL2 14 Group Urban NTaxa,TL2 14 Group Urban Score
RIVPACS IV GB,4,7,"Spring, Summer & Autumn",151.22222,22.88889,6.60322,176.45556,24.44444,7.22744,173.75556,24.22222,7.18078,179.43333,24.44444,7.34878,176.64444,24.22222,7.29989,4.211,5.91289,5.91289,7.81267,7.81267,1,1,18.55122,18.40178,43.83356,41.691,7.73233,7.73311,7.73311,8.50044,8.503,77.36511,90.02644,88.06033,96.64544,97.66511,97.087,6.10478,6.34756,5.51522,5.54711,5.26878,5.37156,0.24044,0.26478,1.01733,1.08189,1.01733,1.08189,0.92367,0.94389,0.644,0.67167,0.62389,0.54533,1.32711,1.42678,1.02633,1.03222,1.23456,1.018,57.54422,57.86111,63.42489,45.96678,97.78211,93.57367,94.44578,50.742,97.38189,11.16511,10.04822,5.88889,12.55556,15.77778,28.88889,15.77778,31.44444,9.66667,18
RIVPACS IV GB,5,1,Spring,105.7,17.5,5.9945,123.84,18.6,6.6326,122.19,18.4,6.6153,122.19,18.6,6.5303,120.62,18.4,6.5153,4.2123,5.9443,5.9443,7.8736,7.8736,1,1,21.0457,18.4008,46.4521,44.7987,7.2949,7.3011,7.3011,8.2515,8.2738,66.9375,84.7472,77.3471,88.6868,95.9141,91.034,6.0781,6.3,5.5534,5.5552,5.2809,5.3597,-0.2396,-0.2447,0.5096,0.8469,0.5328,0.8717,0.1372,0.5602,0.1202,0.1344,-0.2738,-0.0511,0.7925,0.6986,0.8677,0.7994,1.1595,0.89,50.1242,52.8296,53.9976,37.1997,97.0697,76.8491,94.179,38.0662,96.658,7.6936,6.7974,4.2,7.9,13.2,21.6,13.2,23.3,7.9,11.9
RIVPACS IV GB,5,2,Summer,79.4,14.1,5.6396,93.28,15.2,6.131,93.18,15.2,6.1247,89.68,15.2,5.8928,89.58,15.2,5.8868,4.6857,6.2874,6.2874,8.5814,8.5814,1,1,6.9874,6.0002,43.4736,39.5078,7.5044,7.5044,7.5044,8.1454,8.276,69.1673,83.9842,80.0058,88.4466,96.4766,92.5196,5.9046,6.2627,5.1989,5.0872,5.0188,5.0803,-0.5146,-0.5146,0.3633,0.8987,0.3633,0.8987,0.4989,0.7794,-0.0162,0.2511,0.1629,0.2266,1.11,1.1384,0.9959,1.0064,1.1122,0.7698,38.2485,36.7642,40.8853,18.1376,97.5569,80.0642,87.6027,18.0359,97.5094,7.6443,6.2687,5.1,8.3,13.1,21.7,13.1,22.4,8.8,12.5
RIVPACS IV GB,5,3,Autumn,118.6,18.7,6.3596,134.27,19.6,6.8637,132.63,19.4,6.8483,134.28,19.6,6.8662,132.83,19.4,6.8597,4.1737,5.5456,5.5456,7.3931,7.3931,0.95,0.95,28.464,26.2442,44.5137,41.8811,7.3893,7.3965,7.3965,8.1904,8.2357,69.0572,80.5067,74.2574,91.1569,95.947,91.7732,6.0499,6.2563,5.6167,5.5811,5.3073,5.3592,-0.3057,-0.319,0.5157,0.8912,0.5337,0.9106,0.1182,0.656,0.2252,0.2944,0.3326,0.394,1.0789,1.0975,0.8689,0.8505,1.1427,0.9172,56.0759,57.3319,58.9955,50.3313,93.3431,82.1455,89.2407,53.2752,92.6716,10.3362,10.1076,4.6,9.3,14,23.8,14,25.8,8.1,13.6
RIVPACS IV GB,5,4,Spring & Summer,131.2,20.9,6.2779,151.3,22.5,6.7239,149.69,22.3,6.7118,149.88,22.5,6.6554,148.41,22.3,6.6487,4.3092,5.9797,5.9797,7.9656,7.9656,1,1,12.0806,10.9526,45.1464,42.7312,7.4513,7.4502,7.4502,8.2521,8.3574,69.9301,82.0703,79.3795,90.8558,95.1259,92.7035,6.0662,6.3519,5.3865,5.3793,5.182,5.2777,-0.364,-0.3697,0.5501,0.8343,0.5654,0.8547,0.3402,0.5696,0.1158,0.2912,0.0973,0.1479,0.9792,0.9413,0.9159,0.8763,1.1247,0.889,49.2289,48.6875,54.1039,26.1072,97.2477,76.5347,93.1131,26.3631,97.0291,8.1622,6.7335,5.3,10.3,15.8,29.2,15.8,28,9.8,15.6
RIVPACS IV GB,5,5,Spring & Autumn,139.8,22,6.3573,159.74,23.3,6.8596,158.08,23.1,6.8452,159.78,23.3,6.861,158.27,23.1,6.8537,4.1868,5.6453,5.6453,7.4955,7.4955,1,1,24.604,22.1785,45.3843,42.9847,7.3998,7.4048,7.4048,8.1953,8.2578,69.2422,79.8107,75.1926,91.5551,94.9983,91.8525,6.0205,6.2809,5.5813,5.6093,5.2769,5.3838,-0.3261,-0.3387,0.5531,0.8183,0.5712,0.8391,0.1836,0.5151,0.2077,0.2653,0.0872,0.1738,0.9163,0.8989,0.8395,0.8014,1.1537,0.9497,54.7514,55.9707,59.4716,42.5808,95.8755,80.074,92.6327,44.4291,95.4146,10.5916,10.1707,4.6,10.6,15.7,28.9,15.7,28,9.1,16
RIVPACS IV GB,5,6,Summer & Autumn,136.2,21.3,6.4157,155.14,22.8,6.8172,153.5,22.6,6.8043,153.91,22.8,6.761,152.43,22.6,6.7537,4.3386,5.6598,5.6598,7.5841,7.5841,1,1,16.7598,15.1266,44.1724,40.9858,7.4512,7.4566,7.4566,8.1998,8.3025,70.1736,80.65,77.4899,91.2694,95.6027,93.0587,6.0328,6.2815,5.4141,5.3864,5.186,5.2571,-0.3953,-0.4044,0.5164,0.8323,0.5289,0.8492,0.3447,0.6096,0.1773,0.3331,0.348,0.3797,1.0791,1.1081,0.9057,0.8828,1.1125,0.8863,52.2399,51.0104,56.4549,29.3283,95.9573,79.7769,87.8768,29.863,95.7598,10.0303,9.6822,5.5,11.5,16,30.1,16,29.7,9.6,16.5
RIVPACS IV GB,5,7,"Spring, Summer & Autumn",152.5,23.6,6.4677,173.6,25.3,6.8671,171.97,25.1,6.8557,173.83,25.3,6.8743,172.34,25.1,6.8681,4.2975,5.6957,5.6957,7.5784,7.5784,1,1,17.4408,15.825,44.8178,42.2007,7.4656,7.4695,7.4695,8.2077,8.3211,70.1771,79.26,76.7665,91.4203,94.5217,92.3203,6.0409,6.2954,5.4358,5.4542,5.2012,5.3007,-0.3469,-0.3579,0.5817,0.8259,0.5965,0.8451,0.3261,0.5239,0.1899,0.3368,0.2503,0.2725,0.9953,0.9804,0.8712,0.8308,1.1321,0.9204,53.4933,52.9283,58.9516,31.8987,96.4744,78.9502,92.0685,32.5472,96.2211,10.3435,9.8634,5.5,12.5,16.9,34.3,16.9,30.9,10.1,18.1
RIVPACS IV GB,6,1,Spring,150.5,23.5,6.39087,175.3625,25.25,6.95238,171.3125,24.75,6.93287,176.1875,25.25,6.98162,172.325,24.75,6.971,4.4295,6.54813,6.54813,8.81125,8.81125,1,1,33.07962,32.89538,46.58563,44.4125,7.60875,7.61575,7.61575,8.32288,8.384,67.70775,81.87438,79.12988,91.743,94.17962,93.0225,6.10275,6.33788,5.35188,5.3755,5.17512,5.2705,-0.0815,-0.06262,0.9915,1.08012,0.9915,1.08012,0.994,1.03375,0.555,0.602,0.13312,0.12062,1.08488,1.11862,0.916,0.88262,1.25237,0.99037,55.51875,53.7015,58.86225,48.5965,96.6525,88.81088,92.84263,48.11912,95.95962,10.75063,8.82312,5.5,11.75,17.125,29.5,17.125,31.125,9.75,16.875
RIVPACS IV GB,6,2,Summer,133.375,21.875,6.0815,146.425,22.5,6.50338,145.075,22.375,6.4805,144.5375,22.5,6.40962,143.1125,22.375,6.38425,4.87575,6.94625,6.94625,9.44112,9.44112,1,1,30.95388,30.757,44.91,42.67525,7.53262,7.534,7.534,8.00812,8.13275,66.50725,75.321,74.24862,90.46912,91.88162,91.07775,5.9695,6.25,4.875,4.81462,4.85738,4.92087,-0.4435,-0.4435,0.53725,0.688,0.54088,0.69338,0.55763,0.62525,0.34,0.41075,-0.05525,-0.05775,0.89962,0.81525,0.96588,0.92575,1.19138,0.94025,46.86462,45.762,51.39475,32.90325,94.04012,86.12787,80.72962,33.66875,93.18162,10.47263,8.483,6.125,11.5,17.125,29.875,17.125,29.75,10.75,17
RIVPACS IV GB,6,3,Autumn,130,20.875,6.09888,151.325,22.25,6.73125,148.6375,22,6.68575,152.4125,22.25,6.76675,149.8125,22,6.73188,4.6045,6.36975,6.36975,8.53275,8.53275,1,1,33.32338,32.77562,44.45188,42.37575,7.45175,7.45262,7.45262,8.10262,8.18012,64.18975,76.14038,73.59138,89.35562,91.55775,90.29925,5.94025,6.08138,5.34988,5.36262,5.11713,5.17388,-0.23062,-0.23062,0.8165,0.96862,0.8245,0.98362,0.87463,0.91312,0.42875,0.53137,0.19375,0.16788,0.78212,0.7845,1.06212,1.05412,1.23537,0.7915,48.73563,48.31163,51.80988,43.56325,95.815,85.88125,92.74138,51.57375,94.80963,11.46462,11.2595,5.25,10.375,15,25.5,15,27.75,9.25,15
RIVPACS IV GB,6,4,Spring & Summer,181.875,28,6.4855,205.775,29.75,6.916,201.45,29.25,6.88825,207.1625,29.75,6.95775,202.875,29.25,6.93212,4.557,6.5275,6.5275,8.87675,8.87675,1,1,32.69662,32.496,46.00588,43.6395,7.55625,7.5695,7.5695,8.24475,8.34588,66.94475,78.72112,77.48988,91.69512,93.6945,92.7475,6.0815,6.312,5.146,5.13462,5.05087,5.12488,-0.20025,-0.18775,0.744,0.85538,0.74688,0.85975,0.75875,0.803,0.45887,0.52462,0.12362,0.11475,0.9635,0.92888,0.91538,0.86488,1.21375,0.99412,54.02787,52.39613,58.92188,40.43825,95.61988,87.09288,89.15975,40.41012,94.92837,11.6185,9.59288,6.25,14.875,19.25,37.875,19.25,36.375,11.125,21
RIVPACS IV GB,6,5,Spring & Autumn,175.375,27.375,6.3955,203.775,29.625,6.8865,199.225,29.125,6.85162,206.45,29.625,6.9785,201.9125,29.125,6.94525,4.48988,6.32012,6.32012,8.51112,8.51112,1,1,37.06713,36.74575,45.99288,43.53987,7.506,7.51862,7.51862,8.3005,8.39713,66.56925,78.04975,76.73338,91.79738,94.24188,93.48275,6.01975,6.23338,5.38075,5.39025,5.16262,5.2425,-0.12462,-0.11087,0.88712,0.99362,0.89375,1.00525,0.88675,0.91975,0.54575,0.62675,0.18588,0.16275,1.02012,1.02112,0.92975,0.88887,1.23662,0.99975,55.63875,54.2775,59.74075,51.04288,95.59275,88.0855,91.42362,53.90175,94.79638,12.36863,11.45225,5.875,14.375,18.5,36.625,18.5,34.75,10.625,19.875
RIVPACS IV GB,6,6,Summer & Autumn,170.375,26.75,6.344,191.8125,28.25,6.7745,188.225,27.875,6.73825,193.525,28.25,6.83038,189.9375,27.875,6.79475,4.698,6.58025,6.58025,8.94837,8.94837,1,1,34.57,34.26862,45.292,43.10875,7.53575,7.54275,7.54275,8.17012,8.30562,67.622,76.51038,76.01075,91.19112,93.24288,92.50562,6.053,6.28488,5.11388,5.11225,5.0225,5.10238,-0.11875,-0.11875,0.72625,0.86225,0.7315,0.87038,0.75525,0.80688,0.49088,0.56963,0.14662,0.14687,1.00488,0.96212,0.97438,0.94962,1.22275,1.02112,52.03012,51.0915,56.83862,39.64362,93.60712,84.97562,83.39263,43.38412,92.65338,12.64325,11.77188,6.375,14.25,18.625,36.75,18.625,35.125,11.125,20.25
RIVPACS IV GB,6,7,"Spring, Summer & Autumn",192,29.5,6.50425,218.575,31.75,6.88888,214.075,31.25,6.85738,222.7875,31.75,7.01975,218.1375,31.25,6.98562,4.56225,6.36112,6.36112,8.621,8.621,1,1,35.23425,34.975,45.81925,43.4235,7.54438,7.5605,7.5605,8.27375,8.39563,67.54138,77.22612,76.62875,92.04525,93.55388,92.91838,6.05538,6.27312,5.207,5.20512,5.076,5.151,-0.14713,-0.13575,0.7895,0.8995,0.79412,0.90688,0.78275,0.82088,0.5045,0.57825,0.1855,0.17375,0.98612,0.962,0.92275,0.88188,1.21688,1.0175,55.05788,53.69212,60.09262,44.03388,95.04938,86.615,88.75375,46.03438,94.26538,12.95075,11.44375,6.375,16.25,19.625,41.75,19.625,37.875,11.25,22.5
RIVPACS IV GB,7,1,Spring,120.33333,18.5,6.52783,136.66667,19.33333,7.084,136.43333,19.33333,7.07333,136.91667,19.33333,7.07917,136.78333,19.33333,7.0715,4.0625,6.11983,6.11983,8.11883,8.11883,1,1,34.9545,34.934,45.158,43.81517,7.8145,7.80817,7.80817,8.43217,8.45133,74.97017,86.4635,84.55783,94.52017,94.59633,93.849,6.243,6.46467,5.48733,5.402,5.30117,5.33,-0.03467,-0.03467,0.77833,0.81567,0.77833,0.81567,0.91683,0.96717,0.203,0.203,0.18933,0.04283,1.30633,1.31733,0.92517,0.79533,1.1425,0.79333,54.22467,57.17833,61.54767,71.86983,93.806,94.7475,88.32667,76.54467,93.01433,9.3725,9.3725,5.16667,9.66667,13.5,21.66667,13.5,26.33333,8.66667,14
RIVPACS IV GB,7,2,Summer,125.33333,21,5.96183,141.36667,22.83333,6.2015,141.11667,22.83333,6.19317,141.95,22.83333,6.222,141.75,22.83333,6.21633,4.88283,6.773,6.773,9.05933,9.05933,1,1,29.15667,28.28317,44.97583,43.24417,7.375,7.375,7.375,8.045,8.02767,61.4595,73.60467,70.501,86.0615,91.00983,90.26983,5.99083,6.221,4.80833,4.68083,4.82667,4.83467,-0.098,-0.0595,0.39167,0.42833,0.39167,0.42833,0.6125,0.65033,0.38567,0.39767,0.22483,0.1055,1.16867,1.24683,0.94517,0.919,0.91383,0.61117,43.05033,42.47917,46.5565,46.2785,91.88783,96.487,79.1075,54.502,87.9075,10.5855,10.50817,6,10.33333,16.16667,26.33333,16.16667,29,10.5,16.16667
RIVPACS IV GB,7,3,Autumn,98.66667,16.33333,6.124,111.61667,16.83333,6.70167,111.28333,16.83333,6.68833,111.56667,16.83333,6.6605,111.15,16.83333,6.64317,4.38183,6.11717,6.11717,8.00367,8.00367,1,1,27.5445,27.5185,43.6435,42.34467,7.62817,7.61617,7.61617,8.13833,8.137,70.87733,76.139,74.908,92.38383,93.53433,93.28333,6.03733,6.284,5.39067,5.28983,5.17433,5.20317,-0.08683,-0.10883,0.68283,0.6915,0.68283,0.6915,0.9655,0.97633,0.2335,0.2335,0.1765,0.1,1.2545,1.28183,1.025,1.04217,1.03317,0.6585,49.1685,52.41467,54.78867,56.2365,95.51967,84.951,91.39567,58.63317,94.06583,8.83317,8.83317,4.83333,8.16667,12.5,18.83333,12.5,24.16667,8.33333,12.5
RIVPACS IV GB,7,4,Spring & Summer,167.66667,26.16667,6.39783,190.91667,28.5,6.70467,190.76667,28.5,6.69883,193.63333,28.5,6.80233,193.61667,28.5,6.801,4.53783,6.26233,6.26233,8.40383,8.40383,1,1,32.5935,32.01383,44.94183,43.33983,7.58317,7.5785,7.5785,8.29617,8.2825,66.6695,79.94867,77.42017,89.68417,93.10183,92.36817,6.09583,6.30483,5.1215,5.0405,5.04183,5.0685,0.04533,0.06867,0.60667,0.6375,0.60667,0.6375,0.73017,0.761,0.39883,0.40917,0.31,0.18967,1.18983,1.23533,0.923,0.86283,1.02367,0.75267,49.555,51.71483,56.65883,56.69717,93.584,94.968,85.91783,64.2785,91.55567,10.86817,10.80667,6.16667,13.33333,18.33333,33,18.33333,35.66667,10.83333,19.16667
RIVPACS IV GB,7,5,Spring & Autumn,142,22.33333,6.38517,163.93333,23.66667,6.952,163.41667,23.66667,6.93233,166.95,23.66667,7.06433,166.48333,23.66667,7.04583,4.25217,6.12133,6.12133,8.09,8.09,1,1,35.667,35.625,44.69317,42.9475,7.7555,7.74933,7.74933,8.3425,8.3475,73.819,82.20467,79.99383,93.77117,94.3155,93.5805,6.1055,6.31167,5.36617,5.32967,5.18417,5.23533,-0.07183,-0.086,0.77917,0.80417,0.77917,0.80417,0.91633,0.94583,0.25917,0.25917,0.20883,0.0715,1.24333,1.24,0.93567,0.8715,1.12333,0.8365,53.05867,55.54267,59.8065,65.50533,94.277,88.88983,89.784,71.04267,93.055,11.00967,11.00967,5.5,12,15.66667,27.5,15.66667,31.83333,9.66667,17.16667
RIVPACS IV GB,7,6,Summer & Autumn,157.66667,25.5,6.16967,178.71667,27.5,6.50567,178.26667,27.5,6.4915,181.43333,27.5,6.60867,180.9,27.5,6.59217,4.70033,6.42033,6.42033,8.5365,8.5365,1,1,30.16267,29.37133,44.66767,42.85467,7.45533,7.45,7.45,8.16267,8.15233,65.9025,76.7845,74.072,88.67967,92.83367,91.9915,6.04283,6.26683,5.002,4.93267,4.955,4.9935,0.0435,0.05917,0.51083,0.5465,0.51083,0.5465,0.75717,0.79083,0.37117,0.37983,0.329,0.22633,1.17167,1.23617,0.95933,0.94683,0.98533,0.73133,47.201,48.9335,53.48383,48.79783,91.52683,89.34467,78.9945,56.06767,87.6175,11.84217,11.7895,6.33333,12.5,18,31.83333,18,33.5,11,18.5
RIVPACS IV GB,7,7,"Spring, Summer & Autumn",180,28.16667,6.37517,206.01667,30.66667,6.72067,205.58333,30.66667,6.70717,209.73333,30.66667,6.84567,209.4,30.66667,6.83517,4.56717,6.243,6.243,8.33583,8.33583,1,1,32.96717,32.40467,44.75517,43.04167,7.55517,7.5505,7.5505,8.288,8.27717,66.99783,79.52767,76.89917,90.05117,93.34933,92.47517,6.07917,6.279,5.11283,5.05983,5.03083,5.0705,0.078,0.08817,0.63983,0.67117,0.63983,0.67117,0.77617,0.806,0.39483,0.40333,0.34317,0.22017,1.17883,1.215,0.91567,0.87083,1.02717,0.775,50.58583,53.1205,58.04617,56.491,93.2965,90.54283,86.08333,63.69283,91.12917,11.927,11.87433,6.33333,14.66667,19.16667,36.33333,19.16667,37.33333,11.16667,20.83333
RIVPACS IV GB,8,1,Spring,109.76471,16.76471,6.52771,127.11176,17.52941,7.23629,125.57059,17.35294,7.22065,128.07059,17.52941,7.26847,126.54118,17.35294,7.252,3.921,5.32453,5.32453,6.90947,6.90947,0.76471,0.76471,18.90318,18.81624,43.88288,42.93841,7.53953,7.53176,7.53176,8.32353,8.35294,72.76941,83.72741,82.48135,92.59418,92.78235,92.54453,5.95071,6.19235,5.88482,5.85065,5.42529,5.49006,0.62476,0.73729,1.00788,1.023,1.01112,1.02641,1.001,0.98447,0.744,0.744,0.98241,0.96447,1.33594,1.55141,1.10218,1.15124,1.22441,0.80153,59.56912,57.64418,62.38406,64.98347,84.13076,98.69324,69.84435,69.93276,80.25812,10.07835,8.568,4.47059,7.82353,11.58824,18,11.58824,22.23529,7.41176,11.76471
RIVPACS IV GB,8,2,Summer,99.0625,16.0625,6.13325,114.3,17,6.67931,113.83125,16.9375,6.68219,113.075,17,6.59894,112.6375,16.9375,6.60369,4.48312,6.01744,6.01744,7.9435,7.9435,0.9375,0.9375,10.39319,10.12494,42.08919,40.59806,7.52919,7.52188,7.52188,8.2385,8.262,71.773,86.31631,85.46369,90.85944,94.52137,94.3135,5.88475,6.20475,5.03113,4.88694,4.91644,4.94613,0.32681,0.36894,0.90694,0.92237,0.90619,0.92162,0.74444,0.74444,0.57312,0.59619,0.813,0.83125,1.28644,1.59156,1.01,0.98388,1.14331,0.80569,47.59531,48.09644,53.61006,38.82981,93.15894,99.23363,83.37325,38.97375,92.89931,13.398,12.9725,5.1875,8.75,12.8125,21.25,12.8125,24.0625,8.25,13.1875
RIVPACS IV GB,8,3,Autumn,108.35294,16.70588,6.48282,123.62941,17.29412,7.16771,123.31176,17.29412,7.14818,124.87647,17.29412,7.22618,124.55294,17.29412,7.20594,4.14371,5.38982,5.38982,7.06806,7.06806,0.88235,0.88235,22.21235,22.01459,42.23859,41.85365,7.59318,7.58141,7.58141,8.41524,8.43088,78.71159,85.74159,84.98682,95.79235,96.06559,95.86147,6.02171,6.18441,5.90918,5.83329,5.46394,5.47765,0.34471,0.31959,1.17959,1.17959,1.17965,1.17965,0.98706,0.98706,0.65629,0.65629,0.80559,0.76706,1.41465,1.493,0.95971,0.97129,1.12218,0.87659,62.69418,65.46471,68.61718,74.78312,82.54976,98.32959,75.52453,80.30418,80.542,12.46759,12.51606,4.64706,8.88235,12.29412,19.17647,12.29412,26.47059,7.58824,12.88235
RIVPACS IV GB,8,4,Spring & Summer,139.23529,21.11765,6.55806,161.70588,22.52941,7.16065,159.35882,22.23529,7.15006,162.85294,22.52941,7.20506,160.57647,22.23529,7.196,4.23118,5.40488,5.40488,7.03035,7.03035,0.94118,0.94118,13.19671,12.958,42.91194,41.17282,7.49971,7.48159,7.48159,8.30465,8.33565,70.80141,82.96818,81.57588,89.883,92.63165,92.40071,5.91353,6.14194,5.40241,5.42171,5.13782,5.22865,0.51059,0.61359,0.96347,0.981,0.96576,0.98376,0.93676,0.91535,0.68506,0.69712,0.93135,0.94541,1.29329,1.56165,1.00059,1.00453,1.15165,0.86306,55.04406,54.30953,61.02953,44.84618,90.95935,98.83253,76.31959,46.27153,89.34865,13.37524,11.93706,5.58824,10.64706,14.58824,25.76471,14.58824,28.29412,8.70588,15.23529
RIVPACS IV GB,8,5,Spring & Autumn,138.70588,21,6.62153,160.79412,22.23529,7.25806,159.18235,22.05882,7.24282,164.28235,22.23529,7.41394,162.68235,22.05882,7.39859,4.10824,5.41406,5.41406,7.03935,7.03935,0.91176,0.91176,20.70441,20.53412,43.10812,42.24694,7.53206,7.51859,7.51859,8.37824,8.40212,74.81324,82.54618,81.23135,92.82576,93.49976,93.267,5.95741,6.15176,5.81441,5.83653,5.38729,5.46788,0.52524,0.57265,1.04959,1.06053,1.05165,1.06271,0.96741,0.95065,0.69506,0.69506,0.90047,0.87565,1.34512,1.49,0.97941,0.99935,1.14682,0.91118,61.54618,61.99424,67.44541,70.11206,85.02806,98.35959,75.94776,75.71912,82.29206,13.77982,12.88976,4.94118,10.17647,14.29412,24.35294,14.29412,29.05882,8.23529,14.88235
RIVPACS IV GB,8,6,Summer & Autumn,140.35294,21.29412,6.56524,162.03529,22.70588,7.13318,161.00588,22.58824,7.123,163.58235,22.70588,7.18959,162.57647,22.58824,7.18094,4.28941,5.49541,5.49541,7.20059,7.20059,0.91176,0.91176,14.81129,14.58076,42.30265,40.91171,7.51988,7.50471,7.50471,8.39547,8.41318,73.12376,85.24659,84.46394,91.94735,95.10435,94.99112,5.94718,6.16535,5.46718,5.45247,5.18641,5.25418,0.47982,0.49965,1.04682,1.06241,1.04671,1.06229,0.93706,0.93788,0.68171,0.69035,0.89935,0.88259,1.33318,1.52653,0.98518,0.97947,1.14094,0.89341,55.52947,57.77665,63.30429,50.81565,89.93594,98.63988,78.71547,52.59641,89.23771,14.51276,14.487,5.64706,11.29412,15.05882,26.88235,15.05882,30.64706,8.82353,16.11765
RIVPACS IV GB,8,7,"Spring, Summer & Autumn",159.94118,23.88235,6.68935,185.92353,25.70588,7.24012,183.11176,25.35294,7.22894,189.36471,25.70588,7.37106,186.61765,25.35294,7.36288,4.26612,5.45147,5.45147,7.08718,7.08718,0.94118,0.94118,15.35071,15.14847,42.75388,41.18482,7.51794,7.49382,7.49382,8.38341,8.40612,72.16924,82.37171,81.09529,90.47524,93.16506,92.97488,5.936,6.12382,5.47947,5.51976,5.18941,5.27794,0.56041,0.62318,1.00229,1.01794,1.00394,1.01982,0.93106,0.91171,0.69847,0.70512,0.94747,0.94171,1.31324,1.51524,0.97435,0.98153,1.13618,0.90871,57.66306,58.92476,65.44306,52.277,89.32676,98.54712,77.325,54.84724,87.88629,14.99953,14.09547,5.76471,12.11765,16.11765,30.05882,16.11765,33,9.05882,17.11765
RIVPACS IV GB,9,1,Spring,144.91667,22.08333,6.5435,168.14167,23.66667,7.08925,166.425,23.5,7.06983,169.91667,23.66667,7.14725,168.10833,23.5,7.12475,4.33542,6.45625,6.45083,8.52958,8.52658,1,1,29.54875,29.29608,46.1035,44.39783,7.41375,7.41,7.41,8.18592,8.24717,67.50325,78.60267,78.93808,92.30917,92.59358,92.59358,6.14008,6.43258,5.56242,5.684,5.30783,5.47917,0.01317,0.04633,0.79125,0.81725,0.80367,0.831,0.81358,0.82175,0.533,0.56417,0.19308,0.09283,0.94875,1.04675,0.81458,0.76267,1.19492,0.85883,56.41292,53.49383,59.44075,52.30608,94.62675,91.8745,86.99808,55.62392,91.75783,11.07733,10.96192,5.08333,11,14.75,26.5,14.75,27.91667,8.5,15.33333
RIVPACS IV GB,9,2,Summer,115.16667,18.75,6.13042,129.16667,20,6.41975,127.925,19.83333,6.41367,129.26667,20,6.40692,128.05,19.83333,6.40275,4.82617,7.11525,7.10917,9.70333,9.70033,1,1,22.05767,22.01333,45.89583,43.14742,7.57542,7.57417,7.57417,8.20542,8.30217,68.10367,79.69075,80.02942,89.42958,92.97142,92.97142,5.96083,6.32533,4.90683,4.92175,4.87233,5.008,-0.17725,-0.16925,0.64758,0.69842,0.653,0.70667,0.65625,0.62783,0.63108,0.67408,0.49758,0.44017,0.96525,1.04375,1.00425,0.97133,1.19517,0.90908,45.39025,43.8315,50.0005,32.60158,92.56492,88.78558,79.1585,37.05808,90.69083,11.11508,10.47192,5.83333,11.66667,15.33333,28.33333,15.33333,29,9.58333,16.5
